Issue Number,Issue Title,Time to Close,Number of Assignees,Number of Comments,Number of Labels,Type of Issue
87657,`histc` return inconsistent value on CPU and CUDA,24,0,0,2,['Other']
87626,Test that `import torch` does not change global logging state,1,0,0,1,['Other']
87609,[ONNX] Converter did not consider the implicit casting specifically for `Max`,27,1,2,5,['Bug']
87607,DISABLED test_comprehensive_diagflat_cpu_bfloat16 (__main__.TestDecompCPU),57,0,2,5,['Other']
87595,nvrtc: error: invalid value for --gpu-architecture (-arch),0,1,16,4,"['Critical', 'Bug']"
87592,Last activation not quantized,1,0,2,1,['Other']
87587,Feature Request: FP8 multiplication with BF16 accumulation,7,0,1,2,['enhancement']
87584,stft output shape is not right,9,0,2,2,['Other']
87581,DISABLED test_module_and_optimizer_ids (__main__.TestTorchTidyProfiler),53,0,7,3,['Other']
87565,CPU and CUDA overflow in an inconsistent way,0,0,2,3,['Other']
87564,Meta impl for pirms.where is incorrect,2,0,2,3,['Other']
87557,`InstanceNorm3d` returns different value on cpu and cuda for the same input,0,0,1,2,['Other']
87552,torch.Tensor.get_device would not be updated for CPU tensors behavior,8,1,2,2,['Other']
87546,Fatal error: sleef.h: No such file or directory,24,1,3,3,['Bug']
87544,Dropout2d Changes Values of Input Tensor,0,0,1,0,['Other']
87540,"`register_full_backward_hook` doesn't fire on module returning `List[Tensor]` or `Dict[Any , Tensor]`",88,1,3,2,['Other']
87511,build: failure when building pytorch with TBB ,3,0,0,3,['Other']
87500,"Lots of our builds are failing with ""Runner shutdown""",0,1,2,1,['Other']
87476,Build Error:  no member named 'LeakyReLU' in 'dnnl::graph::op::kind',0,0,3,3,['Bug']
87466,dynamo emits warning when using `min()`/`max()`,0,0,1,1,['Other']
87428,Unable to use pytorch docker image on GPU enabled AWS instance,0,0,3,3,['Other']
87410,Wrong backend check for DebugLevel.DETAIL,5,0,3,2,['Bug']
87401,FSDP.clip_grad_norm_'s behavior is different from documentation,6,1,1,3,['Documentation']
87398,Model outputs different values after ONNX export,94,1,6,3,['Other']
87372,"[torchscript] Dictionary with str key and heterogenous value is not matched with Dict[str, Any]",0,0,1,1,['Other']
87368,TorchScript bug: torch.nn.transformer gives inconsistent results after conversion to TorchScript,8,0,2,1,['Bug']
87363,"Moving a tensor across CUDA devices gets zero tensor, CUDA 11.0",0,0,6,0,['Other']
87360,[C++] There's no way to put a model on the CUDA device that will process a tensor already on the CUDA device,0,0,0,0,['Other']
87359,Use after free in TensorPipeAgent,4,1,3,3,['Critical']
87355,[torch.float16] Tensor product @ produces different output when batch size is changed,0,0,5,1,['Other']
87354,All zero output when giving nn.Conv3D a large size tensor,4,0,4,6,['Critical']
87347,DISABLED test_comprehensive_addcmul_cuda_complex64 (__main__.TestDecompCUDA),39,0,2,5,['Other']
87346,DISABLED test_comprehensive_cholesky_solve_cuda_complex128 (__main__.TestDecompCUDA),39,0,5,5,['Other']
87344,"Torch Quantize aware training. The function prepare_qat_fx(),  should support parameter of 'concrete_args'.",4,0,1,2,['Other']
87336,Unexpected segmentation fault encountered in worker when using Pytorch Geometric to load dataset,4,0,3,2,['Other']
87332,DISABLED test_complex_half_reference_testing_nn_functional_conv_transpose2d_cuda_complex32 (__main__.TestCommonCUDA),42,1,2,6,['Other']
87323,DISABLED test_comprehensive_addmm_cuda_complex64 (__main__.TestDecompCUDA),40,0,2,5,['Other']
87321,[ONNX] Refactor on torch.onnx.export_to_pretty_string,1,1,1,2,['Other']
87320,[ONNX] Move all torch.onnx.export related tests into test/onnx,9,1,1,3,['Other']
87313,Improper model conversion from PyTorch to ONNX with torch.onnx.OperatorExportTypes.ONNX_ATEN flag ,13,3,5,2,['Other']
87287,Deterministic indexing operation fails in indices size check / missing broadcast (CUDA Tensor broadcasting),0,0,1,0,['Other']
87280,DDP cannot handle Linear(output_features=0),13,1,1,1,['enhancement']
87279,ImportError: /usr/lib/x86_64-linux-gnu/libstdc++.so.6: version `GLIBCXX_3.4.30' not found (required by /home/***/lib/python3.10/site-packages/torch/lib/libtorch_python.so),0,0,0,0,['Other']
87277,RuntimeError using torch.nn.functional.pad only when using MPS,55,1,3,2,['Bug']
87265,pypi in no torchaudio with torch1.1.0 match,2,0,2,1,['Other']
87220,[MPS] Add support for aten::median for MPS backend,30,1,4,3,['Other']
87210,Actions might queue/get cancelled/not get scheduled,0,0,1,1,['Other']
87208,Run Simulator Tests fails with Segmentation Fault #87207,0,0,9,1,['Other']
87207,dupe,0,0,1,0,['Other']
87206,torch.masked_select outputs a too large tensor filled with trash when the mask is obtained from PIL,0,0,4,1,['Other']
87191,Warning and breaking changes around ReduceOP in 1.13,3,0,7,3,['Other']
87175,DISABLED test_vjpvmap_linalg_lu_factor_cuda_float32 (__main__.TestOperatorsCUDA),55,0,2,4,['Other']
87173,torch/csrc/distributed/c10d/Types.hpp: No such file or directory,6,0,15,5,['Other']
87171,`torch.std` output is not zero for an array of the same values,3,0,2,0,['Other']
87168,DISABLED test_vjpvjp_linalg_lu_factor_cuda_float32 (__main__.TestOperatorsCUDA),55,0,2,4,['Other']
87169,DISABLED test_comprehensive_addcmul_cuda_complex128 (__main__.TestDecompCUDA),41,0,2,5,['Other']
87167,DISABLED test_comprehensive_cartesian_prod_cuda_complex64 (__main__.TestDecompCUDA),41,0,3,5,['Other']
87166,DISABLED test_comprehensive_addmv_cuda_float16 (__main__.TestDecompCUDA),59,0,2,5,['Other']
87165,DISABLED test_comprehensive_cdist_cuda_float64 (__main__.TestDecompCUDA),59,0,2,5,['Other']
87164,DISABLED test_comprehensive_linalg_multi_dot_cuda_complex64 (__main__.TestDecompCUDA),41,0,3,5,['Other']
87154,DISABLED test_acquire_release (__main__.LocalTimerServerTest),55,0,2,4,['Other']
87148,Conda ChecksumMismatchError error blocking CI jobs,0,0,12,1,['Bug']
87139,DISABLED test_comprehensive_lerp_cuda_float32 (__main__.TestDecompCUDA),62,0,2,5,['Other']
87138,DISABLED test_comprehensive_cholesky_solve_cuda_float64 (__main__.TestDecompCUDA),64,0,2,5,['Other']
87137,`torch.lstsq` gives wrong result on GPU,0,0,1,3,['Other']
87134,Jobs randomly fail with connection to the runner broken,1,1,4,2,['Other']
87121,torchdynamo erroring with this code pattern,0,0,0,0,['Other']
87111,DISABLED test_comprehensive_baddbmm_cuda_float64 (__main__.TestDecompCUDA),42,0,2,5,['Other']
87110,DISABLED test_comprehensive_addr_cuda_float32 (__main__.TestDecompCUDA),42,0,2,5,['Other']
87098,"Another fully reproducible ""CUDA error: an illegal memory access was encountered"" error",0,0,0,0,['Other']
87078,ib/python3.9/site-packages/torch/include/ATen/core/interned_strings.h:345:1: error: expected unqualified-id FORALL_NS_SYMBOLS(DEFINE_SYMBOL) ^,0,0,3,1,['Bug']
87075,torchaudio+cu117 is incompatible with torch+cu117,0,0,0,0,['Other']
87071,trace_model.py,0,0,0,0,['Other']
87070,DISABLED test_variant_consistency_jit_linalg_lu_cuda_complex64 (__main__.TestJitCUDA),56,0,2,5,['Other']
87069,`split()` method with `torch.ao.quantization.prepare()` or `torch.ao.quantization.prepare_qat()` brokes ONNX export,1,0,1,1,['Other']
87059,Enabling arbitrary monkey-patching of Tensor base class functions analogous to using __torch_function__ for subclasses?,0,0,1,0,['Other']
87055,model.cpu(),0,0,1,0,['Other']
87052,DISABLED test_reflection_pad2d (quantization.core.test_quantized_op.TestPadding),65,0,2,3,['Other']
87051,DISABLED test_forward_ad_linalg_lu_cuda_float32 (__main__.TestCompositeComplianceCUDA),56,0,2,5,['Other']
87036,record_param_comms function has significant impact on training performance,1,0,1,0,['Other']
87034,Add tensor.to()/tensor._to_copy() support to nested_tensor,5,0,3,2,['Other']
87029,"how to add adaptive_max_pool2d_backward_cuda does not have a deterministic implementation, but you set 'torch.use_deterministic_algorithms(True)'",0,0,1,0,['Other']
87027,"how to add adaptive_max_pool2d_backward_cuda does not have a deterministic implementation, but you set 'torch.use_deterministic_algorithms(True)'.",0,0,1,0,['Other']
87016,AttributeError: Can't get attribute 'ChatDataset' on <module '__mp_main__' from 'c:\\Users\\hp\\Desktop\\Pytorch\\train.py'> Traceback (most recent call last):,3,0,5,2,['Bug']
87015,Direct approach to free up GPU memory allocated to a tensor,1,0,2,0,['Other']
87014,"[MPS] Inconsistent output between cpu, cuda and mps.",0,0,2,1,['Other']
87010,"[MPS] einsum 42x slower since 1.13.0.dev20220925 — on (16, 4096, 40)*(16, 40, 4096) matmul",3,1,5,3,['Other']
87001,DISABLED test_vmapjvpall_linalg_lu_factor_cuda_float32 (__main__.TestOperatorsCUDA),58,0,5,4,['Other']
87000,DISABLED test_vmap_autograd_grad_linalg_lu_factor_cuda_float64 (__main__.TestOperatorsCUDA),58,0,4,4,['Other']
86999,DISABLED test_binary_op_scalar_fastpath__foreach_div_cuda_uint8 (__main__.TestForeachCUDA),62,0,4,4,['Other']
86998,DISABLED test_binary_op_scalarlist_fastpath__foreach_add_cuda_int8 (__main__.TestForeachCUDA),59,0,4,4,['Other']
86997,DISABLED test_binary_op_scalar_fastpath__foreach_sub_cuda_int8 (__main__.TestForeachCUDA),60,0,4,4,['Other']
86996,DISABLED test_binary_op_scalar_fastpath__foreach_mul_cuda_bfloat16 (__main__.TestForeachCUDA),59,0,4,4,['Other']
86982,DISABLED test_embedding_bag_device_cpu_int32_int64_float16 (__main__.TestEmbeddingNNDeviceTypeCPU),65,0,3,5,['Other']
86978,Add CUDA suppoort for sparse CSR tensors,3,0,2,2,['Other']
86975,Unpredictable behavior between tensors on separate devices (mps and cpu),9,1,2,2,['Other']
86974,Pytorch Windows installation failure,24,0,8,3,['Other']
86964,lerp_ is x5 slow on CPU than a trivial implementation,0,1,4,3,['Other']
86963,Derivaties with respect to CSR matrices in torch.sparse.mm,3,0,11,2,['Other']
86952,DISABLED test_out_linalg_lu_factor_ex_cuda_float32 (__main__.TestCommonCUDA),59,0,2,5,['Other']
86937,[MPS] torch.matmul produces transposed multiplication result,0,0,2,1,['Other']
86931,`narrow_copy` needs to be tested with sparse inputs,0,0,4,4,['Other']
86929,DISABLED test_vmapvjpvjp_linalg_lu_cuda_float32 (__main__.TestOperatorsCUDA),60,0,2,4,['Other']
86896,Unable to use torch.save() for saving model of format torch.script,0,0,5,2,['Other']
86894,DISABLED test_dtypes__refs_sinh_cuda (__main__.TestCommonCUDA),61,0,4,5,['Other']
86893,DISABLED test_vmapvjp_linalg_lu_cuda_float32 (__main__.TestOperatorsCUDA),60,0,2,4,['Other']
86892,DISABLED test_binary_op_scalar_fastpath__foreach_div_cuda_int64 (__main__.TestForeachCUDA),61,0,4,4,['Other']
86889,Support negation/subtraction of nested_tensor,18,0,1,2,['Other']
86886,DISABLED test_comprehensive_broadcast_tensors_cuda_complex64 (__main__.TestDecompCUDA),46,0,2,6,['Other']
86885,DISABLED test_vmapjvpvjp_linalg_lu_factor_ex_cuda_float32 (__main__.TestOperatorsCUDA),60,0,2,5,['Other']
86884,DISABLED test_comprehensive_linalg_matrix_norm_cuda_complex128 (__main__.TestDecompCUDA),46,0,2,6,['Other']
86883,DISABLED test_comprehensive_fft_ihfft2_cuda_float64 (__main__.TestDecompCUDA),46,0,2,6,['Other']
86882,DISABLED test_comprehensive_index_reduce_cuda_float32 (__main__.TestDecompCUDA),46,0,2,6,['Other']
86879,DISABLED test_out_linalg_lu_factor_cuda_float32 (__main__.TestCommonCUDA),60,0,3,4,['Other']
86878,DISABLED test_comprehensive_add_cuda_float64 (__main__.TestDecompCUDA),46,0,2,6,['Other']
86870,DISABLED test_quick_nn_functional_prelu_cuda_float64 (__main__.TestDecompCUDA),67,0,3,5,['Other']
86869,DISABLED test_comprehensive_addr_cuda_complex64 (__main__.TestDecompCUDA),64,0,7,5,['Other']
86868,DISABLED test_comprehensive_addmm_cuda_float32 (__main__.TestDecompCUDA),68,0,2,5,['Other']
86867,DISABLED test_comprehensive_addmv_cuda_float64 (__main__.TestDecompCUDA),70,0,2,5,['Other']
86866,DISABLED test_comprehensive_addcdiv_cuda_complex64 (__main__.TestDecompCUDA),67,0,2,5,['Other']
86865,DISABLED test_comprehensive_addbmm_cuda_float16 (__main__.TestDecompCUDA),70,0,2,5,['Other']
86863,DISABLED test_undefined_grad_parity_unused_parameters (__main__.TestDistBackendWithSpawn),1,0,2,3,['Other']
86862,DISABLED test_DistributedDataParallel_SyncBatchNorm_Diff_Input_Sizes_gradient (__main__.TestDistBackendWithSpawn),1,0,2,3,['Other']
86846,Python Meta Registration Adding Extra Kwarg,1,0,0,3,['Other']
86840,DISABLED test_self_remote_rref_as_rpc_arg_sparse (__main__.TensorPipeTensorPipeAgentRpcTest),5,0,2,3,['Other']
86839,DISABLED test_variant_consistency_jit_linalg_lu_factor_cuda_float32 (__main__.TestJitCUDA),60,0,2,4,['Other']
86832,[ONNX] Add support for onnx-script as custom op,35,1,0,3,['Other']
86817,DISABLED test_adagrad (__main__.TestOptim),0,0,1,5,['Other']
86801,support bfloat16 for torch.nn.functional.fold,0,0,1,2,['Other']
86793,UserWarning operator() profile_node %135 : int = prim::profile_ivalue(%121)  does not have profile information,58,0,6,1,['Other']
86790,RuntimeError caused by batchnorm,1,0,4,2,['Bug']
86789,ONNX export ShapeInferenceError with 0-sized tensors,13,1,4,3,['Bug']
86787,libtorch c++ tensor / weights on cuda:0 but type CPULongType,0,0,2,3,['Other']
86785,"That's a numerical issue. Doing an exact comparison `==` on floating point numbers will often fail, because 3.000000000001 is not equal 3.0. Change your comparison code to:",0,0,0,0,['Other']
86783,GPU memory leak after running simple model forward,53,0,4,4,['Other']
86781,"why torch.nn.SiLU gets the different result, compared with input * torch.sigmoid(input)",0,0,2,0,['Other']
86780,Put tensor on different devices does not reduce GPU memory use,0,0,0,0,['Other']
86778,DISABLED test_dlpack_conversion_with_streams_cuda_complex64 (__main__.TestTorchDlPackCUDA),71,0,4,4,['Other']
86777,DISABLED test_out_linalg_lu_cuda_float32 (__main__.TestCommonCUDA),61,0,2,4,['Other']
86776,DISABLED test_binary_ops (__main__.TestTensorExprFuser),72,0,2,3,['Other']
86773,DISABLED test_forward_nn_LSTM_eval_mode_cuda_float32 (__main__.TestModuleCUDA),62,0,3,5,['Other']
86772,DISABLED test_forward_nn_RNN_eval_mode_cuda_float64 (__main__.TestModuleCUDA),62,0,3,5,['Other']
86771,DISABLED test_memory_format_nn_RNN_eval_mode_cuda_float64 (__main__.TestModuleCUDA),71,0,4,4,['Other']
86770,DISABLED test_vmapjvpall_linalg_lu_cuda_float32 (__main__.TestOperatorsCUDA),61,0,2,4,['Other']
86765,DISABLED test_aot_autograd_symbolic_exhaustive_nn_functional_feature_alpha_dropout_with_train_cpu_float32 (__main__.TestEagerFusionOpInfoCPU),70,0,2,3,['enhancement']
86764,DISABLED test_vjpvmap_linalg_lu_cuda_float32 (__main__.TestOperatorsCUDA),61,0,2,4,['Other']
86763,DISABLED test_asgd (__main__.TestOptim),71,0,3,5,['Other']
86762,DISABLED test_DistributedSampler_padding (__main__.TestDistBackendWithSpawn),0,0,2,3,['Other']
86761,DISABLED test_operator_linalg_lu_cuda_float32 (__main__.TestCompositeComplianceCUDA),61,0,2,4,['Other']
86744,[MPS] Add support for aten::expm1.out for MPS backend,14,1,5,3,['Other']
86743,"TestReductionsCUDA.test_reductions_large_half_tensors_cuda_complex32 fails with ""mean_cuda"" not implemented for 'ComplexHalf'",0,0,1,0,['Other']
86734,DISABLED test_vjpvjp_linalg_lu_cuda_float32 (__main__.TestOperatorsCUDA),61,0,3,4,['Other']
86733,DISABLED test_vmapjvpvjp_linalg_lu_cuda_float32 (__main__.TestOperatorsCUDA),61,0,2,4,['Other']
86732,DISABLED test_variant_consistency_jit_linalg_lu_factor_cuda_complex64 (__main__.TestJitCUDA),61,0,3,4,['Other']
86711,DISABLED test_variant_consistency_jit_linalg_lu_cuda_float32 (__main__.TestJitCUDA),62,0,3,4,['Other']
86698,[PrimTorch] Assertion error in partitioner,0,1,1,0,['Other']
86696,DISABLED test_dlpack_conversion_with_streams_cuda_uint8 (__main__.TestTorchDlPackCUDA),71,0,4,4,['Other']
86690,Circular padding has incorrent implementaion in ONNX module,14,1,0,3,['Other']
86688,MPS tests are failing while importing numpy,0,0,1,2,['Other']
86681,Accuracy mismatch for test_block_addmm for float16 and bfloat16,0,1,1,4,['Other']
86675,DISABLED test_transformer_offload_true_no_shard_norm_type_None (__main__.TestParityWithDDP),22,1,16,4,['Other']
86670,DISABLED test_gather_object (__main__.TestDistBackendWithSpawn),1,0,2,3,['Other']
86669,DISABLED test_periodic_model_averager_param_group (__main__.TestDistBackendWithSpawn),1,0,2,3,['Other']
86664,RuntimeError: could not construct a memory descriptor using a format tag,100,0,2,4,"['Critical', 'Bug']"
86663,nn.Embedding.from_pretrained accept tensor of type Long,2,0,2,3,['Other']
86654,DISABLED test_embedding_bag_half_cpu_int32_int32 (__main__.TestEmbeddingNNDeviceTypeCPU),66,0,2,4,['Other']
86639,DISABLED test_reduce_sum_cuda (__main__.TestDistBackendWithSpawn),2,0,2,3,['Other']
86638,DISABLED test_embedding_bag_device_cpu_int64_int64_float16 (__main__.TestEmbeddingNNDeviceTypeCPU),66,0,5,4,['Other']
86637,DISABLED test_pickle_nn_LSTM_train_mode_cuda_float64 (__main__.TestModuleCUDA),71,0,2,5,['Other']
86636,DISABLED test_pickle_nn_GRU_eval_mode_cuda_float64 (__main__.TestModuleCUDA),63,0,3,5,['Other']
86635,DISABLED test_memory_format_nn_RNN_train_mode_cuda_float64 (__main__.TestModuleCUDA),63,0,3,5,['Other']
86634,DISABLED test_memory_format_nn_LSTM_train_mode_cuda_float64 (__main__.TestModuleCUDA),63,0,3,5,['Other']
86633,DISABLED test_memory_format_nn_RNN_eval_mode_cuda_float32 (__main__.TestModuleCUDA),63,0,8,5,['Other']
86624,DISABLED test_vmap_autograd_grad_linalg_lu_factor_ex_cuda_float64 (__main__.TestOperatorsCUDA),63,0,2,5,['Other']
86620,[RFC] Move distributed checkpointing from torch.distributed._shard.checkpoint to torch.distributed.checkpoint,38,0,2,2,['Other']
86588,DISABLED test_ddp_build_debug_param_to_name_mapping_requires_grad (__main__.TestDistBackendWithSpawn),2,0,2,3,['Bug']
86587,DISABLED test_ddp_inference (__main__.TestDistBackendWithSpawn),2,0,2,3,['Other']
86584,DISABLED test_nested_always_wrap_model_offload_true_no_shard_norm_type_None (__main__.TestParityWithDDP),23,1,6,4,['Other']
86580,[ONNX] small eps of LayerNorm will be exported as 0.0 in fp16 mode,58,1,7,3,['Other']
86579,DISABLED test_cuda_simple (__main__.TestMultiprocessing),65,0,4,5,['Other']
86578,DISABLED test_comprehensive_addmv_cuda_complex128 (__main__.TestDecompCUDA),37,0,2,6,['Other']
86576,Confusing error message for RNN/LSTM (incorrect input dimension),11,0,2,3,['Bug']
86575,DISABLED test_comprehensive_amin_cuda_float32 (__main__.TestDecompCUDA),49,0,4,5,['Other']
86574,DISABLED test_comprehensive_addbmm_cuda_float64 (__main__.TestDecompCUDA),49,0,3,5,['Other']
86573,DISABLED test_comprehensive_amax_cuda_float64 (__main__.TestDecompCUDA),49,0,3,5,['Other']
86571,DISABLED test_comprehensive_baddbmm_cuda_complex64 (__main__.TestDecompCUDA),49,0,2,5,['Other']
86570,DISABLED test_comprehensive_addcdiv_cuda_float64 (__main__.TestDecompCUDA),49,0,3,5,['Other']
86556,"`optimize_for_inference` leads to wrong results for model with conv2d, max and clip",4,0,2,3,['Other']
86549,NotImplementedError: The operator 'aten::_linalg_slogdet.sign' is not currently implemented for the MPS device.,1,0,1,2,['Bug']
86542,Failed to compile gloo,8,0,2,3,['Other']
86536,pytorch_jni.dll and pytorch_jni.lib missing from LibTorch Windows zip archives after 1.10.2,110,1,2,3,['Other']
86535,SIGIOT when running model with conv2d and avgpool2d after `optimize_for_inference`,11,0,4,6,['Critical']
86533,JIT model with `pow + sin` will crash with assertion failed in `/llvm/lib/IR/Instructions`,46,2,8,1,['Critical']
86531,[NvFuser] INTERNAL ASSERT FAILED for `std` and `var`,25,1,1,2,['Other']
86530,"[NvFuser] INTERNAL ASSERT FAIL ""CudaFusionGuard expects at least one tensor input""",24,1,6,2,['Other']
86527,wrong results after `optimize_for_inference`,6,0,4,2,['Other']
86505,DISABLED test_forward_nn_LSTM_train_mode_cuda_float32 (__main__.TestModuleCUDA),66,0,3,5,['Other']
86503,DISABLED test_cpu_gpu_parity_nn_LSTM_train_mode_cuda_float32 (__main__.TestModuleCUDA),66,0,3,5,['Other']
86502,DISABLED test_pickle_nn_GRU_train_mode_cuda_float32 (__main__.TestModuleCUDA),66,0,3,5,['Other']
86500,DISABLED test_forward_nn_LSTM_eval_mode_cuda_float64 (__main__.TestModuleCUDA),66,0,3,5,['Other']
86501,DISABLED test_pickle_nn_GRU_eval_mode_cuda_float32 (__main__.TestModuleCUDA),66,0,3,5,['Other']
86499,DISABLED test_memory_format_nn_LSTM_eval_mode_cuda_float64 (__main__.TestModuleCUDA),66,0,4,4,['Other']
86498,DISABLED test_cnn_model_sum_cuda (__main__.TestExpandedWeightFunctionalCUDA),76,0,3,5,['Other']
86477,DISABLED test_periodic_model_averager (__main__.TestDistBackendWithSpawn),5,0,2,3,['Other']
86476,DISABLED test_ddp_multiple_nested_unused_params_error (__main__.TestDistBackendWithSpawn),5,0,2,3,['Bug']
86475,DISABLED test_ddp_build_debug_param_to_name_mapping (__main__.TestDistBackendWithSpawn),5,0,2,3,['Bug']
86473,DISABLED test_noncontiguous_samples_linalg_lu_cuda_complex64 (__main__.TestCommonCUDA),66,0,4,6,['Other']
86474,DISABLED test_adamax (__main__.TestOptim),72,0,4,4,['Other']
86472,DISABLED test_ddp_join_model_equivalence (__main__.TestDistBackendWithSpawn),5,0,2,3,['Other']
86466,Mac M1 queue build up,0,0,8,3,['Critical']
86457,`flatten_parameters()` does not work with normed LSTM,3,0,1,1,['Other']
86454,torch.optim.lr_scheduler.LinearLR start_factor should be greater than 0,6,0,1,5,['Other']
86448,Mac builds broken when USE_DISTRIBUTED=0,3,0,12,5,['Critical']
86447,Allow casting (instead of converting) tensors to/from channels_last to enable mixing Conv2d & Attention,0,0,1,0,['Other']
86442,DISABLED test_stateless_api_with_ddp (__main__.TestDistBackendWithSpawn),5,0,1,3,['Other']
86441,DISABLED test_variant_consistency_jit_linalg_lu_factor_ex_cuda_float32 (__main__.TestJitCUDA),66,0,2,5,['Other']
86440,DISABLED test_gather_cuda (__main__.TestDistBackendWithSpawn),5,0,2,3,['Other']
86439,DISABLED test_reduce_multigpu (__main__.TestDistBackendWithSpawn),7,0,3,3,['Other']
86436,DISABLED test_vmapvjp_linalg_lu_factor_cuda_float32 (__main__.TestOperatorsCUDA),66,0,2,5,['Other']
86435,DISABLED test_adamw (__main__.TestOptim),76,0,3,4,['Other']
86433,DISABLED test_rmsprop (__main__.TestOptim),75,0,3,4,['Other']
86432,DISABLED test_adam (__main__.TestOptim),0,0,2,4,['Other']
86420,DISABLED test_DistributedDataParallel_SyncBatchNorm_Channels_Last (__main__.TestDistBackendWithSpawn),5,0,1,3,['Other']
86419,DISABLED test_monitored_barrier_allreduce_hang (__main__.TestDistBackendWithSpawn),5,0,1,3,['Other']
86418,DISABLED test_ddp_logging_data_gpu (__main__.TestDistBackendWithSpawn),5,0,1,3,['Other']
86417,DISABLED test_serialization_backwards_compat (__main__.TestOldSerialization),7,0,2,4,['Other']
86416,DISABLED test_DistributedDataParallel_SyncBatchNorm_Diff_Input_Sizes_Running_Value (__main__.TestDistBackendWithSpawn),8,0,3,3,['Other']
86415,DISABLED test_ddp_forward_backward_hook (__main__.TestDistBackendWithSpawn),5,0,1,3,['Other']
86414,DISABLED test_noncontiguous_samples_nn_functional_conv_transpose2d_cuda_float32 (__main__.TestCommonCUDA),20,0,6,5,['Other']
86413,DISABLED test_no_cyclic_references_in_step (__main__.TestLRScheduler),0,0,3,4,['Other']
86412,DISABLED test_vjp_nn_functional_conv_transpose2d_cuda_float32 (__main__.TestOperatorsCUDA),66,0,3,5,['Other']
86411,DISABLED test_grad_linalg_lu_cuda_float32 (__main__.TestOperatorsCUDA),66,0,2,5,['Other']
86410,Print tensor allocated in MPS device fails with the C++ API,2,1,1,2,['Other']
86404,Use better default QEngine based on the environment,56,0,0,1,['Other']
86398,DISABLED test_ddp_hook_with_optimizer_parity_adam_optimize_subset_False (__main__.TestDistBackendWithSpawn),6,0,1,3,['Other']
86397,DISABLED test_ddp_broadcast_buffer (__main__.TestDistBackendWithSpawn),6,0,1,3,['Other']
86396,DISABLED test_ddp_new_tensor_in_fwd (__main__.TestDistBackendWithSpawn),6,0,3,3,['Other']
86395,DISABLED test_ddp_broadcast_buffer_via_hook (__main__.TestDistBackendWithSpawn),6,0,2,3,['Other']
86394,DISABLED test_ddp_hook_parity_post_localSGD (__main__.TestDistBackendWithSpawn),6,0,2,3,['Other']
86393,DISABLED test_ddp_hook_parity_allreduce_process_group (__main__.TestDistBackendWithSpawn),6,0,2,3,['Other']
86392,DISABLED test_DistributedDataParallel_SyncBatchNorm_No_Affine (__main__.TestDistBackendWithSpawn),6,0,2,3,['Other']
86391,DISABLED test_DistributedDataParallel_SyncBatchNorm_Single_Input_Per_Process (__main__.TestDistBackendWithSpawn),6,0,1,3,['Other']
86390,DISABLED test_ddp_hook_pickling_powerSGD (__main__.TestDistBackendWithSpawn),6,0,1,3,['Other']
86389,DISABLED test_radam (__main__.TestOptim),75,0,5,5,['Other']
86388,DISABLED test_sparse_add_cuda_complex128 (__main__.TestSparseCSRCUDA),75,0,3,4,['Other']
86387,DISABLED test_forward_nn_LSTM_train_mode_cuda_float64 (__main__.TestModuleCUDA),68,0,4,5,['Other']
86386,DISABLED test_dlpack_conversion_with_streams_cuda_bfloat16 (__main__.TestTorchDlPackCUDA),77,0,4,4,['Other']
86384,Functionalization doesn't work with torch.nn.functional.ctc_loss,3,0,2,3,['Other']
86376,M1 runner i-0ea74b8b580d2fd5a is low on disk space,0,0,7,1,['Other']
86373,[functorch] AOT module does not run custom backwards pass compiler,36,0,6,2,['Other']
86370,"Make validation jobs easier to read by including platform-channel-python-cuda configuration in the name of validation, just like nightlies",88,0,1,2,['Other']
86363,Discrepancy in batched psuedo inverse,101,0,2,2,['Other']
86362,torch.autograd.detect_anomaly stops tracing back further into the code,0,0,2,2,['Other']
86332,col2im decomposition breaks,1,0,6,2,['Other']
86328,[Checkpoint] CheckpointSequential to support non-reentrant checkpoint,1,1,1,5,['Critical']
86325,[ONNX] onnx.export fails on frozen top-level ScriptedModule,8,1,4,2,['Other']
86322,[ONNX][Ignore] test issue for automating workflow,0,1,1,3,['Other']
86320,as_strided returns different outputs with identical inputs,39,0,1,2,['Other']
86319,TypeError: Operation 'neg_out_mps()' does not support input type 'int64' in MPS backend.,6,1,6,2,['Bug']
86312,[v.1.13.0] Release Tracker,27,0,60,2,['Other']
86305,`torch.linalg.inv` outputs wrong results for singular matrix on CUDA,101,0,4,3,['Other']
86294,Replace signature in autocast registrations ,1,0,2,3,['Other']
86284,primtorch view op meta kernels don't respect aliasing info,7,0,1,2,['Other']
86283,JIT model with `mul+atan+sgn` will access illegal memory on cuda when computing gradient,5,2,0,2,['Other']
86281,Error when applying CUDA Graph to a Recommendation System called DLRM,1,0,7,2,['Bug']
86277,CI/MergeBot actions are delayed due to GitHub Incident,0,0,1,1,['Other']
86267,The derivative for 'ormqr' is not implemented,12,1,8,4,['enhancement']
86264,"to(""cpu"", non_blocking=True) work weird",1,0,2,0,['Other']
86252,The JIT model with `pow` + `sin` will crash with fail in `/llvm/lib/IR/Instructions`,5,0,0,1,['Critical']
86251,[NvFuser] The JIT model with `mean` will crash when computing the gradients on nvfuser,5,0,4,1,['Critical']
86249,The `jit.trace` `conv2d` will crash ,5,0,0,1,['Critical']
